,Epoch,MSE,Learning rate
0,0,0.13440558470052774,1
1,1,0.015137414325822572,1
2,2,0.012167942185015952,1
3,3,0.010834829698576302,1
4,4,0.009756960800742029,1
5,5,0.009040540316310085,1
6,6,0.008664403090894711,1
7,7,0.008210766602490769,1
8,8,0.007674950877296143,1
9,9,0.007396982947639266,1
