,Epoch,MSE,Learning rate
0,0,0.12136861106655637,1
1,1,0.027202945923218962,1
2,2,0.021028136932214753,1
3,3,0.01840846615797672,1
4,4,0.015015612350257694,1
5,5,0.013940431299756785,1
6,6,0.013045581097363448,1
7,7,0.013252207734545723,1
8,8,0.013819859008930745,1
9,9,0.01230171563439682,1
10,10,0.010827861222453782,1
11,11,0.010578291912059315,1
12,12,0.01057460762438227,1
13,13,0.01047196782453627,1
14,14,0.010356624717595147,1
15,15,0.010269844703009871,1
16,16,0.010140529201656092,1
17,17,0.009977721911473352,1
18,18,0.00988360663234699,1
19,19,0.00980087792592459,1
20,0,0.1482210153683287,2
21,1,0.04018488049385,2
22,2,0.029033548946751923,2
23,3,0.02634766354668336,2
24,4,0.02143461790974023,2
25,5,0.02055412824036645,2
26,6,0.019273549303046016,2
27,7,0.018609848734541017,2
28,8,0.018032407769780667,2
29,9,0.01777576712250221,2
30,10,0.016109491328968377,2
31,11,0.015808340739153447,2
32,12,0.015714355271126402,2
33,13,0.015736212324900706,2
34,14,0.015722750429613668,2
35,15,0.015537198422262904,2
36,16,0.015561893258671291,2
37,17,0.015447487104989466,2
38,18,0.015346680871653752,2
39,19,0.015466698069797188,2
40,0,0.14300615962167254,3
41,1,0.025760747028178856,3
42,2,0.021923387331552194,3
43,3,0.020405753286647014,3
44,4,0.019414671834130755,3
45,5,0.01876645436907401,3
46,6,0.01820407124449972,3
47,7,0.017692432354097485,3
48,8,0.017441670544689796,3
49,9,0.0170675571183445,3
50,10,0.015487563707789438,3
51,11,0.015254121789800339,3
52,12,0.015263646160114984,3
53,13,0.015019386231166417,3
54,14,0.015182791564796792,3
55,15,0.014972261119572844,3
56,16,0.014949046618870048,3
57,17,0.014794343044279052,3
58,18,0.01483307587685155,3
59,19,0.01485947144263592,3
60,0,0.21386916016946073,4
61,1,0.03418035709955653,4
62,2,0.02884608386237113,4
63,3,0.026382308575462123,4
64,4,0.024848894048176827,4
65,5,0.02372499858868904,4
66,6,0.022694489805669082,4
67,7,0.021166060834390217,4
68,8,0.02028618644251198,4
69,9,0.01950155395831241,4
70,10,0.01801349428467086,4
71,11,0.01783071970719783,4
72,12,0.0177473868655621,4
73,13,0.01753890115889858,4
74,14,0.01754828417887453,4
75,15,0.017352486688826906,4
76,16,0.017236376938516977,4
77,17,0.017108062047083848,4
78,18,0.017156537930618544,4
79,19,0.017047826295382665,4
80,0,0.42331232623975784,5
81,1,0.07315751349584002,5
82,2,0.04326969294763002,5
83,3,0.03673265495749771,5
84,4,0.0337748649850732,5
85,5,0.031311497849519136,5
86,6,0.029392432531372446,5
87,7,0.027714969517021883,5
88,8,0.02650606457571514,5
89,9,0.025585196295478306,5
90,10,0.024364170346592294,5
91,11,0.024191075972602016,5
92,12,0.024189918750866516,5
93,13,0.02384278674716832,5
94,14,0.023589769066845786,5
95,15,0.023635559577922353,5
96,16,0.023628824790481662,5
97,17,0.023296463184180806,5
98,18,0.023246074467897414,5
99,19,0.023054739564168647,5
100,0,0.710740252596433,6
101,1,0.6598015759812027,6
102,2,0.5963720259119253,6
103,3,0.5291699490586265,6
104,4,0.4586256720003535,6
105,5,0.39048255760161604,6
106,6,0.3292123997797731,6
107,7,0.276497436644601,6
108,8,0.23259224271188017,6
109,9,0.19638930686184616,6
110,10,0.17885524273895825,6
111,11,0.17584648137209846,6
112,12,0.17271944606890444,6
113,13,0.16966844894846933,6
114,14,0.1665703620578422,6
115,15,0.1634395906671149,6
116,16,0.16039569739435539,6
117,17,0.15725653401163758,6
118,18,0.15426873335095703,6
119,19,0.1513300999754765,6
120,0,0.0,0
121,0,0.0,0
122,0,0.0,0
123,0,0.0,0
124,0,0.0,0
125,0,0.0,0
126,0,0.0,0
127,0,0.0,0
128,0,0.0,0
129,0,0.0,0
130,0,0.0,0
131,0,0.0,0
132,0,0.0,0
133,0,0.0,0
134,0,0.0,0
135,0,0.0,0
136,0,0.0,0
137,0,0.0,0
138,0,0.0,0
139,0,0.0,0
140,0,0.0,0
141,0,0.0,0
142,0,0.0,0
143,0,0.0,0
144,0,0.0,0
145,0,0.0,0
146,0,0.0,0
147,0,0.0,0
148,0,0.0,0
149,0,0.0,0
150,0,0.0,0
151,0,0.0,0
152,0,0.0,0
153,0,0.0,0
154,0,0.0,0
155,0,0.0,0
156,0,0.0,0
157,0,0.0,0
158,0,0.0,0
159,0,0.0,0
160,0,0.0,0
161,0,0.0,0
162,0,0.0,0
163,0,0.0,0
164,0,0.0,0
165,0,0.0,0
166,0,0.0,0
167,0,0.0,0
168,0,0.0,0
169,0,0.0,0
170,0,0.0,0
171,0,0.0,0
172,0,0.0,0
173,0,0.0,0
174,0,0.0,0
175,0,0.0,0
176,0,0.0,0
177,0,0.0,0
178,0,0.0,0
179,0,0.0,0
180,0,0.0,0
181,0,0.0,0
182,0,0.0,0
183,0,0.0,0
184,0,0.0,0
185,0,0.0,0
186,0,0.0,0
187,0,0.0,0
188,0,0.0,0
189,0,0.0,0
190,0,0.0,0
191,0,0.0,0
192,0,0.0,0
193,0,0.0,0
194,0,0.0,0
195,0,0.0,0
196,0,0.0,0
197,0,0.0,0
198,0,0.0,0
199,0,0.0,0
200,0,0.0,0
201,0,0.0,0
202,0,0.0,0
203,0,0.0,0
204,0,0.0,0
205,0,0.0,0
206,0,0.0,0
207,0,0.0,0
208,0,0.0,0
209,0,0.0,0
210,0,0.0,0
211,0,0.0,0
212,0,0.0,0
213,0,0.0,0
214,0,0.0,0
215,0,0.0,0
216,0,0.0,0
217,0,0.0,0
218,0,0.0,0
219,0,0.0,0
220,0,0.0,0
221,0,0.0,0
222,0,0.0,0
223,0,0.0,0
224,0,0.0,0
225,0,0.0,0
226,0,0.0,0
227,0,0.0,0
228,0,0.0,0
229,0,0.0,0
230,0,0.0,0
231,0,0.0,0
232,0,0.0,0
233,0,0.0,0
234,0,0.0,0
235,0,0.0,0
236,0,0.0,0
237,0,0.0,0
238,0,0.0,0
239,0,0.0,0
